scope,storage_root,field_path,field_label,data_type,format,requiredness,required_when,allowed_values,sensitive,persistence_status,derived_or_input,collection_min,collection_max,initial_item_count,sync_party_ids,source_file,source_symbol,source_line,notes
plan_annual,D,q2NoMove,No address change since last plan,boolean,,conditional,at least one Q2 option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q2WithinCounty,Address change within county,boolean,,conditional,at least one Q2 option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q2WithinCircuit,Address change within circuit,boolean,,conditional,at least one Q2 option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q2OutsideApproved,"Address change outside circuit, court-approved",boolean,,conditional,at least one Q2 option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q2OutsideVenuePetition,"Address change outside circuit, venue petition pending",boolean,,conditional,at least one Q2 option must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SettingALF,Residential setting: assisted living facility,boolean,,conditional,at least one Q3 setting must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SettingGroupHome,Residential setting: group home,boolean,,conditional,at least one Q3 setting must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SettingIntermediate,Residential setting: intermediate care facility,boolean,,conditional,at least one Q3 setting must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SettingPrivate,Residential setting: private residence,boolean,,conditional,at least one Q3 setting must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SettingSkilled,Residential setting: skilled nursing facility,boolean,,conditional,at least one Q3 setting must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SettingSpecialized,Residential setting: specialized facility,boolean,,conditional,at least one Q3 setting must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SettingStateHospital,Residential setting: state hospital,boolean,,conditional,at least one Q3 setting must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SettingOther,Residential setting: other,boolean,,conditional,at least one Q3 setting must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SettingExplain,"Explanation for ""Other"" residential setting",string,,conditional,q3SettingOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3EnsureAssessing,Ensuring best interest: assessing needs,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3EnsureWardDecides,Ensuring best interest: ward decides,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3EnsureNoChange,Ensuring best interest: no change needed,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedPrimary,Medical service: primary care,boolean,,conditional,at least one Q3 medical service must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedDentist,Medical service: dentist,boolean,,conditional,at least one Q3 medical service must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedOphthalmologist,Medical service: ophthalmologist,boolean,,conditional,at least one Q3 medical service must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedSpecialist,Medical service: specialist,boolean,,conditional,at least one Q3 medical service must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedSpecialistArea,Specialist practice area,string,,conditional,q3MedSpecialist is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedPhysicalTherapy,Medical service: physical therapy,boolean,,conditional,at least one Q3 medical service must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedSpeechTherapy,Medical service: speech therapy,boolean,,conditional,at least one Q3 medical service must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedOccupationalTherapy,Medical service: occupational therapy,boolean,,conditional,at least one Q3 medical service must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedWardDecides,Medical service: ward decides,boolean,,conditional,at least one Q3 medical service must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedNone,Medical service: none,boolean,,conditional,at least one Q3 medical service must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedOther,Medical service: other,boolean,,conditional,at least one Q3 medical service must be checked,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MedExplain,"Explanation for ""Other"" medical service",string,,conditional,q3MedOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MentalPsych,Mental health service: psychiatrist/psychologist,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MentalWardDecides,Mental health service: ward decides,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MentalOutpatient,Mental health service: outpatient,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MentalInpatient,Mental health service: inpatient,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MentalNone,Mental health service: none,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MentalOther,Mental health service: other,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3MentalExplain,"Explanation for ""Other"" mental health service",string,,conditional,q3MentalOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3PersonalFacility,Personal care: facility,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3PersonalNurses,Personal care: nurses/aides,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3PersonalFamily,Personal care: family/friends,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3PersonalWithout,Personal care: without assistance,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3PersonalNone,Personal care: none,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3PersonalOther,Personal care: other,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3PersonalExplain,"Explanation for ""Other"" personal care",string,,conditional,q3PersonalOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SocialFacility,Socialization: facility,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SocialNurses,Socialization: nurses/aides,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SocialFamily,Socialization: family/friends,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SocialWardDecides,Socialization: ward decides,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SocialNone,Socialization: none,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SocialOther,Socialization: other,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3SocialExplain,"Explanation for ""Other"" socialization",string,,conditional,q3SocialOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3BenefitsNone,Benefits: none applicable,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3BenefitsOther,Benefits: other,boolean,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q3BenefitsExplain,"Explanation for ""Other"" benefit",string,,conditional,q3BenefitsOther is true,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q5SocialSkills,Social skills description,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q5Activities,Capacity-building activities description,string,,required,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
plan_annual,D,q7RightsExplain,Rights restoration explanation,string,,optional,,,none,persisted,input,,,,,src/core/state.js,emptyDataPlanAnnual(),,Found missing from the old CSV during Milestone 34-2 migration; added directly from the emptyData*() factory / validator.
